,Station,Depth,Filter,MGT,Transcripts,Gene,Ocean_and_sea_regions,Reads_per_Kb_per_million_mapped_reads
661,52,DCM,20 to 180,58,2.8999999999999998e-08,alma1,Indian Ocean,29.0
662,52,DCM,20 to 180,4,0.0,alma1,Indian Ocean,0.0
663,52,DCM,20 to 180,332,0.0,alma1,Indian Ocean,0.0
664,52,DCM,20 to 180,44,0.0,alma1,Indian Ocean,0.0
665,52,DCM,20 to 180,2493,2.41e-08,alma1,Indian Ocean,24.1
666,52,DCM,20 to 180,12,1.57e-07,alma1,Indian Ocean,157.0
667,135,DCM,20 to 180,188,0.0,alma1,North Pacific Ocean,0.0
668,135,DCM,20 to 180,166,0.0,alma1,North Pacific Ocean,0.0
669,135,DCM,20 to 180,58,2.0099999999999998e-08,alma1,North Pacific Ocean,20.099999999999998
670,135,DCM,20 to 180,38,0.0,alma1,North Pacific Ocean,0.0
671,135,DCM,20 to 180,44,0.0,alma1,North Pacific Ocean,0.0
672,135,DCM,20 to 180,59,0.0,alma1,North Pacific Ocean,0.0
673,135,DCM,20 to 180,12,1.36e-07,alma1,North Pacific Ocean,136.0
674,135,DCM,20 to 180,35,3.63e-08,alma1,North Pacific Ocean,36.300000000000004
675,135,DCM,20 to 180,179,0.0,alma1,North Pacific Ocean,0.0
676,66,DCM,5 to 20,332,0.0,alma1,South Atlantic Ocean,0.0
677,66,DCM,5 to 20,44,0.0,alma1,South Atlantic Ocean,0.0
678,64,SRF,20 to 180,44,0.0,alma1,Indian Ocean,0.0
679,64,SRF,20 to 180,46,6.530000000000001e-08,alma1,Indian Ocean,65.30000000000001
680,41,SRF,0.8 to 5,13,0.0,alma1,Indian Ocean,0.0
681,41,SRF,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
682,41,SRF,0.8 to 5,179,0.0,alma1,Indian Ocean,0.0
683,41,SRF,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
684,138,DCM,180 to 2000,44,0.0,alma1,North Pacific Ocean,0.0
685,138,DCM,180 to 2000,332,0.0,alma1,North Pacific Ocean,0.0
686,4,SRF,0.8 to 5,44,0.0,alma1,Mediterranean Sea,0.0
687,4,SRF,0.8 to 5,178,1.13e-07,alma1,Mediterranean Sea,113.0
688,4,SRF,0.8 to 5,2743,0.0,alma1,Mediterranean Sea,0.0
689,4,SRF,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
690,4,SRF,0.8 to 5,36,2.65e-07,alma1,Mediterranean Sea,265.0
691,4,SRF,0.8 to 5,29,0.0,alma1,Mediterranean Sea,0.0
692,4,SRF,0.8 to 5,747,0.0,alma1,Mediterranean Sea,0.0
693,4,SRF,0.8 to 5,58,0.0,alma1,Mediterranean Sea,0.0
694,137,SRF,180 to 2000,332,0.0,alma1,North Pacific Ocean,0.0
695,137,SRF,180 to 2000,166,0.0,alma1,North Pacific Ocean,0.0
696,137,SRF,180 to 2000,44,0.0,alma1,North Pacific Ocean,0.0
697,25,SRF,5 to 20,12,4.61e-07,alma1,Mediterranean Sea,461.0
698,25,SRF,5 to 20,35,9.240000000000001e-08,alma1,Mediterranean Sea,92.4
699,38,SRF,20 to 180,166,0.0,alma1,Indian Ocean,0.0
700,38,SRF,20 to 180,46,1.18e-06,alma1,Indian Ocean,1180.0
701,38,SRF,20 to 180,179,0.0,alma1,Indian Ocean,0.0
702,125,SRF,20 to 180,44,0.0,alma1,South Pacific Ocean,0.0
703,125,SRF,20 to 180,332,0.0,alma1,South Pacific Ocean,0.0
704,125,SRF,20 to 180,58,4.9900000000000003e-08,alma1,South Pacific Ocean,49.900000000000006
705,122,SRF,20 to 180,44,0.0,alma1,South Pacific Ocean,0.0
706,122,SRF,20 to 180,332,0.0,alma1,South Pacific Ocean,0.0
707,4,DCM,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
708,4,DCM,0.8 to 5,35,7.82e-08,alma1,Mediterranean Sea,78.2
709,4,DCM,0.8 to 5,12,2.4399999999999996e-07,alma1,Mediterranean Sea,243.99999999999997
710,4,DCM,0.8 to 5,59,0.0,alma1,Mediterranean Sea,0.0
711,142,DCM,0.8 to 5,66,0.0,alma1,North Atlantic Ocean,0.0
712,142,DCM,0.8 to 5,178,6.38e-08,alma1,North Atlantic Ocean,63.800000000000004
713,142,DCM,0.8 to 5,36,1.47e-07,alma1,North Atlantic Ocean,147.0
714,68,SRF,20 to 180,46,3.0399999999999997e-07,alma1,South Atlantic Ocean,303.99999999999994
715,68,SRF,20 to 180,12,4e-07,alma1,South Atlantic Ocean,400.0
716,68,SRF,20 to 180,44,0.0,alma1,South Atlantic Ocean,0.0
717,100,SRF,0.8 to 5,58,9.12e-08,alma1,South Pacific Ocean,91.2
718,100,SRF,0.8 to 5,67,0.0,alma1,South Pacific Ocean,0.0
719,100,SRF,0.8 to 5,36,7.28e-08,alma1,South Pacific Ocean,72.8
720,100,SRF,0.8 to 5,225,0.0,alma1,South Pacific Ocean,0.0
721,100,SRF,0.8 to 5,2743,0.0,alma1,South Pacific Ocean,0.0
722,100,SRF,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
723,100,SRF,0.8 to 5,66,0.0,alma1,South Pacific Ocean,0.0
724,100,SRF,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
725,41,SRF,5 to 20,46,2.51e-07,alma1,Indian Ocean,251.0
726,93,SRF,5 to 20,38,0.0,alma1,South Pacific Ocean,0.0
727,131,SRF,5 to 20,46,3.33e-08,alma1,North Pacific Ocean,33.3
728,131,SRF,5 to 20,2493,3.63e-08,alma1,North Pacific Ocean,36.300000000000004
729,131,SRF,5 to 20,36,2.1e-08,alma1,North Pacific Ocean,21.0
730,131,SRF,5 to 20,12,2.7200000000000002e-08,alma1,North Pacific Ocean,27.200000000000003
731,80,DCM,180 to 2000,38,0.0,alma1,Southern Ocean (S of 40S),0.0
732,110,SRF,0.8 to 5,36,0.0,alma1,South Pacific Ocean,0.0
733,110,SRF,0.8 to 5,166,0.0,alma1,South Pacific Ocean,0.0
734,110,SRF,0.8 to 5,225,0.0,alma1,South Pacific Ocean,0.0
735,110,SRF,0.8 to 5,67,9.75e-08,alma1,South Pacific Ocean,97.5
736,110,SRF,0.8 to 5,58,1.54e-07,alma1,South Pacific Ocean,154.0
737,110,SRF,0.8 to 5,13,9.75e-08,alma1,South Pacific Ocean,97.5
738,110,SRF,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
739,110,SRF,0.8 to 5,179,0.0,alma1,South Pacific Ocean,0.0
740,110,SRF,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
741,110,SRF,0.8 to 5,66,0.0,alma1,South Pacific Ocean,0.0
742,93,SRF,180 to 2000,38,0.0,alma1,South Pacific Ocean,0.0
743,139,SRF,5 to 20,58,2.8700000000000002e-08,alma1,North Pacific Ocean,28.700000000000003
744,139,SRF,5 to 20,1580,2.7799999999999997e-08,alma1,North Pacific Ocean,27.799999999999997
745,139,SRF,5 to 20,179,0.0,alma1,North Pacific Ocean,0.0
746,139,SRF,5 to 20,44,0.0,alma1,North Pacific Ocean,0.0
747,139,SRF,5 to 20,166,0.0,alma1,North Pacific Ocean,0.0
748,38,SRF,180 to 2000,166,0.0,alma1,Indian Ocean,0.0
749,38,SRF,180 to 2000,44,0.0,alma1,Indian Ocean,0.0
750,38,SRF,180 to 2000,179,0.0,alma1,Indian Ocean,0.0
751,142,DCM,20 to 180,46,3.9899999999999996e-07,alma1,North Atlantic Ocean,398.99999999999994
752,142,DCM,20 to 180,12,8.91e-08,alma1,North Atlantic Ocean,89.1
753,39,SRF,0.8 to 5,225,0.0,alma1,Indian Ocean,0.0
754,39,SRF,0.8 to 5,36,8.660000000000001e-08,alma1,Indian Ocean,86.60000000000001
755,39,SRF,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
756,39,SRF,0.8 to 5,58,5.22e-08,alma1,Indian Ocean,52.199999999999996
757,39,SRF,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
758,39,SRF,0.8 to 5,2743,0.0,alma1,Indian Ocean,0.0
759,39,SRF,0.8 to 5,179,0.0,alma1,Indian Ocean,0.0
760,4,DCM,5 to 20,12,2.41e-08,alma1,Mediterranean Sea,24.1
761,4,DCM,5 to 20,36,0.0,alma1,Mediterranean Sea,0.0
762,4,DCM,5 to 20,58,2.57e-08,alma1,Mediterranean Sea,25.7
763,4,DCM,5 to 20,1255,0.0,alma1,Mediterranean Sea,0.0
764,4,DCM,5 to 20,179,0.0,alma1,Mediterranean Sea,0.0
765,30,DCM,20 to 180,12,2.4399999999999996e-07,alma1,Mediterranean Sea,243.99999999999997
766,23,DCM,20 to 180,12,4.56e-07,alma1,Mediterranean Sea,456.0
767,23,DCM,20 to 180,58,0.0,alma1,Mediterranean Sea,0.0
768,23,DCM,20 to 180,35,8.08e-08,alma1,Mediterranean Sea,80.8
769,23,SRF,180 to 2000,38,0.0,alma1,Mediterranean Sea,0.0
770,80,DCM,5 to 20,12,1.42e-07,alma1,Southern Ocean (S of 40S),142.0
771,80,DCM,5 to 20,44,0.0,alma1,Southern Ocean (S of 40S),0.0
772,70,SRF,5 to 20,332,0.0,alma1,South Atlantic Ocean,0.0
773,70,SRF,5 to 20,58,0.0,alma1,South Atlantic Ocean,0.0
774,70,SRF,5 to 20,1580,7.969999999999999e-08,alma1,South Atlantic Ocean,79.69999999999999
775,70,SRF,5 to 20,44,0.0,alma1,South Atlantic Ocean,0.0
776,70,SRF,5 to 20,2493,7.620000000000001e-08,alma1,South Atlantic Ocean,76.2
777,82,SRF,0.8 to 5,66,0.0,alma1,Southern Ocean (S of 40S),0.0
778,82,SRF,0.8 to 5,30,2.12e-07,alma1,Southern Ocean (S of 40S),212.0
779,82,SRF,0.8 to 5,13,2.5e-05,alma1,Southern Ocean (S of 40S),25000.0
780,82,SRF,0.8 to 5,24,0.0,alma1,Southern Ocean (S of 40S),0.0
781,82,SRF,0.8 to 5,4,2.76e-06,alma1,Southern Ocean (S of 40S),2760.0
782,82,SRF,0.8 to 5,67,1.4000000000000001e-05,alma1,Southern Ocean (S of 40S),14000.000000000002
783,82,SRF,0.8 to 5,58,3.1299999999999996e-08,alma1,Southern Ocean (S of 40S),31.299999999999997
784,82,SRF,0.8 to 5,112,2.37e-06,alma1,Southern Ocean (S of 40S),2370.0
785,82,SRF,0.8 to 5,74,3.1299999999999996e-08,alma1,Southern Ocean (S of 40S),31.299999999999997
786,82,SRF,0.8 to 5,85,1.73e-06,alma1,Southern Ocean (S of 40S),1730.0
787,72,SRF,180 to 2000,44,0.0,alma1,South Atlantic Ocean,0.0
788,72,SRF,180 to 2000,12,6.440000000000001e-08,alma1,South Atlantic Ocean,64.4
789,72,SRF,180 to 2000,46,3.2799999999999997e-07,alma1,South Atlantic Ocean,328.0
790,52,SRF,0.8 to 5,332,0.0,alma1,Indian Ocean,0.0
791,52,SRF,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
792,52,SRF,0.8 to 5,44,0.0,alma1,Indian Ocean,0.0
793,52,SRF,0.8 to 5,178,3.5099999999999997e-08,alma1,Indian Ocean,35.099999999999994
794,52,SRF,0.8 to 5,58,9.34e-08,alma1,Indian Ocean,93.4
795,52,SRF,0.8 to 5,36,3.7400000000000004e-08,alma1,Indian Ocean,37.400000000000006
796,52,SRF,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
797,52,SRF,0.8 to 5,225,0.0,alma1,Indian Ocean,0.0
798,139,SRF,0.8 to 5,4,0.0,alma1,North Pacific Ocean,0.0
799,139,SRF,0.8 to 5,58,1.66e-07,alma1,North Pacific Ocean,166.0
800,139,SRF,0.8 to 5,36,7.480000000000001e-08,alma1,North Pacific Ocean,74.80000000000001
801,139,SRF,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
802,139,SRF,0.8 to 5,179,0.0,alma1,North Pacific Ocean,0.0
803,139,SRF,0.8 to 5,2743,0.0,alma1,North Pacific Ocean,0.0
804,139,SRF,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
805,139,SRF,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
806,7,DCM,0.8 to 5,29,0.0,alma1,Mediterranean Sea,0.0
807,7,DCM,0.8 to 5,178,5.5800000000000003e-08,alma1,Mediterranean Sea,55.800000000000004
808,7,DCM,0.8 to 5,36,1.25e-07,alma1,Mediterranean Sea,125.0
809,7,DCM,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
810,7,DCM,0.8 to 5,179,0.0,alma1,Mediterranean Sea,0.0
811,102,SRF,5 to 20,36,4.0199999999999996e-08,alma1,South Pacific Ocean,40.199999999999996
812,102,SRF,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
813,102,SRF,5 to 20,332,0.0,alma1,South Pacific Ocean,0.0
814,102,SRF,5 to 20,1580,5.47e-08,alma1,South Pacific Ocean,54.7
815,102,SRF,5 to 20,58,0.0,alma1,South Pacific Ocean,0.0
816,76,SRF,5 to 20,44,0.0,alma1,South Atlantic Ocean,0.0
817,132,SRF,20 to 180,46,6.28e-07,alma1,North Pacific Ocean,628.0
818,143,DCM,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
819,18,DCM,20 to 180,12,5.41e-07,alma1,Mediterranean Sea,541.0
820,18,DCM,20 to 180,46,1.11e-07,alma1,Mediterranean Sea,111.0
821,66,DCM,0.8 to 5,24,0.0,alma1,South Atlantic Ocean,0.0
822,66,DCM,0.8 to 5,179,0.0,alma1,South Atlantic Ocean,0.0
823,66,DCM,0.8 to 5,2743,0.0,alma1,South Atlantic Ocean,0.0
824,66,DCM,0.8 to 5,332,0.0,alma1,South Atlantic Ocean,0.0
825,66,DCM,0.8 to 5,76,0.0,alma1,South Atlantic Ocean,0.0
826,66,DCM,0.8 to 5,36,1.54e-07,alma1,South Atlantic Ocean,154.0
827,66,DCM,0.8 to 5,1255,0.0,alma1,South Atlantic Ocean,0.0
828,66,DCM,0.8 to 5,4,5.89e-08,alma1,South Atlantic Ocean,58.9
829,66,DCM,0.8 to 5,67,0.0,alma1,South Atlantic Ocean,0.0
830,66,DCM,0.8 to 5,13,0.0,alma1,South Atlantic Ocean,0.0
831,66,DCM,0.8 to 5,178,6.75e-08,alma1,South Atlantic Ocean,67.5
832,66,DCM,0.8 to 5,44,0.0,alma1,South Atlantic Ocean,0.0
833,66,DCM,0.8 to 5,66,0.0,alma1,South Atlantic Ocean,0.0
834,66,DCM,0.8 to 5,166,0.0,alma1,South Atlantic Ocean,0.0
835,66,DCM,0.8 to 5,188,0.0,alma1,South Atlantic Ocean,0.0
836,66,DCM,0.8 to 5,74,0.0,alma1,South Atlantic Ocean,0.0
837,66,DCM,0.8 to 5,58,3.09e-07,alma1,South Atlantic Ocean,309.0
838,111,SRF,0.8 to 5,58,1.36e-07,alma1,South Pacific Ocean,136.0
839,111,SRF,0.8 to 5,66,0.0,alma1,South Pacific Ocean,0.0
840,111,SRF,0.8 to 5,2743,0.0,alma1,South Pacific Ocean,0.0
841,111,SRF,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
842,111,SRF,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
843,111,SRF,0.8 to 5,36,3.95e-08,alma1,South Pacific Ocean,39.5
844,138,DCM,0.8 to 5,178,2.52e-08,alma1,North Pacific Ocean,25.2
845,138,DCM,0.8 to 5,44,0.0,alma1,North Pacific Ocean,0.0
846,138,DCM,0.8 to 5,76,0.0,alma1,North Pacific Ocean,0.0
847,138,DCM,0.8 to 5,66,0.0,alma1,North Pacific Ocean,0.0
848,138,DCM,0.8 to 5,2743,0.0,alma1,North Pacific Ocean,0.0
849,138,DCM,0.8 to 5,332,0.0,alma1,North Pacific Ocean,0.0
850,138,DCM,0.8 to 5,166,0.0,alma1,North Pacific Ocean,0.0
851,138,DCM,0.8 to 5,36,6.54e-08,alma1,North Pacific Ocean,65.4
852,138,DCM,0.8 to 5,58,8e-08,alma1,North Pacific Ocean,80.0
853,152,SRF,20 to 180,59,0.0,alma1,North Atlantic Ocean,0.0
854,152,SRF,20 to 180,12,2.5499999999999997e-08,alma1,North Atlantic Ocean,25.499999999999996
855,152,SRF,20 to 180,35,5.49e-08,alma1,North Atlantic Ocean,54.9
856,143,DCM,20 to 180,12,1.1900000000000001e-07,alma1,North Atlantic Ocean,119.0
857,143,DCM,20 to 180,2493,2.64e-08,alma1,North Atlantic Ocean,26.400000000000002
858,143,DCM,20 to 180,46,1.12e-07,alma1,North Atlantic Ocean,112.0
859,150,DCM,0.8 to 5,44,0.0,alma1,North Atlantic Ocean,0.0
860,150,DCM,0.8 to 5,178,1.15e-07,alma1,North Atlantic Ocean,115.0
861,150,DCM,0.8 to 5,66,0.0,alma1,North Atlantic Ocean,0.0
862,150,DCM,0.8 to 5,2743,0.0,alma1,North Atlantic Ocean,0.0
863,150,DCM,0.8 to 5,179,0.0,alma1,North Atlantic Ocean,0.0
864,150,DCM,0.8 to 5,188,0.0,alma1,North Atlantic Ocean,0.0
865,150,DCM,0.8 to 5,166,0.0,alma1,North Atlantic Ocean,0.0
866,150,DCM,0.8 to 5,36,3.08e-07,alma1,North Atlantic Ocean,308.0
867,150,DCM,0.8 to 5,58,1.85e-07,alma1,North Atlantic Ocean,185.0
868,22,SRF,20 to 180,12,1.58e-07,alma1,Mediterranean Sea,158.0
869,22,SRF,20 to 180,35,2.3e-07,alma1,Mediterranean Sea,230.0
870,26,SRF,20 to 180,12,3.0399999999999997e-07,alma1,Mediterranean Sea,303.99999999999994
871,93,DCM,0.8 to 5,166,0.0,alma1,South Pacific Ocean,0.0
872,93,DCM,0.8 to 5,36,2.54e-08,alma1,South Pacific Ocean,25.4
873,93,DCM,0.8 to 5,188,0.0,alma1,South Pacific Ocean,0.0
874,93,DCM,0.8 to 5,74,4.64e-08,alma1,South Pacific Ocean,46.4
875,93,DCM,0.8 to 5,67,2.5299999999999998e-08,alma1,South Pacific Ocean,25.299999999999997
876,93,DCM,0.8 to 5,58,4.45e-07,alma1,South Pacific Ocean,445.0
877,93,DCM,0.8 to 5,13,2.5299999999999998e-08,alma1,South Pacific Ocean,25.299999999999997
878,93,DCM,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
879,93,DCM,0.8 to 5,179,0.0,alma1,South Pacific Ocean,0.0
880,93,DCM,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
881,138,SRF,20 to 180,46,1.93e-08,alma1,North Pacific Ocean,19.3
882,138,SRF,20 to 180,44,0.0,alma1,North Pacific Ocean,0.0
883,131,SRF,180 to 2000,2493,5.979999999999999e-07,alma1,North Pacific Ocean,597.9999999999999
884,131,SRF,180 to 2000,38,0.0,alma1,North Pacific Ocean,0.0
885,66,SRF,20 to 180,12,3.63e-08,alma1,South Atlantic Ocean,36.300000000000004
886,66,SRF,20 to 180,36,2.4199999999999998e-08,alma1,South Atlantic Ocean,24.2
887,66,SRF,20 to 180,59,0.0,alma1,South Atlantic Ocean,0.0
888,128,DCM,180 to 2000,332,0.0,alma1,North Pacific Ocean,0.0
889,128,DCM,180 to 2000,44,0.0,alma1,North Pacific Ocean,0.0
890,136,SRF,180 to 2000,332,0.0,alma1,North Pacific Ocean,0.0
891,136,SRF,180 to 2000,44,0.0,alma1,North Pacific Ocean,0.0
892,147,SRF,5 to 20,12,2.92e-08,alma1,North Atlantic Ocean,29.2
893,147,SRF,5 to 20,2493,1.73e-07,alma1,North Atlantic Ocean,173.0
894,147,SRF,5 to 20,1580,5.0700000000000004e-08,alma1,North Atlantic Ocean,50.7
895,147,SRF,5 to 20,1255,0.0,alma1,North Atlantic Ocean,0.0
896,123,SRF,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
897,123,SRF,5 to 20,1580,3.58e-08,alma1,South Pacific Ocean,35.800000000000004
898,123,SRF,5 to 20,58,0.0,alma1,South Pacific Ocean,0.0
899,123,SRF,5 to 20,76,0.0,alma1,South Pacific Ocean,0.0
900,123,SRF,5 to 20,1255,0.0,alma1,South Pacific Ocean,0.0
901,65,SRF,0.8 to 5,179,0.0,alma1,Indian Ocean,0.0
902,65,SRF,0.8 to 5,2743,0.0,alma1,Indian Ocean,0.0
903,65,SRF,0.8 to 5,76,0.0,alma1,Indian Ocean,0.0
904,65,SRF,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
905,65,SRF,0.8 to 5,13,7.58e-08,alma1,Indian Ocean,75.8
906,65,SRF,0.8 to 5,24,0.0,alma1,Indian Ocean,0.0
907,65,SRF,0.8 to 5,178,7.87e-08,alma1,Indian Ocean,78.7
908,65,SRF,0.8 to 5,44,0.0,alma1,Indian Ocean,0.0
909,65,SRF,0.8 to 5,4,0.0,alma1,Indian Ocean,0.0
910,65,SRF,0.8 to 5,58,2.0199999999999998e-07,alma1,Indian Ocean,201.99999999999997
911,65,SRF,0.8 to 5,67,1.0099999999999999e-07,alma1,Indian Ocean,100.99999999999999
912,65,SRF,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
913,65,SRF,0.8 to 5,36,7.33e-08,alma1,Indian Ocean,73.3
914,65,SRF,0.8 to 5,225,0.0,alma1,Indian Ocean,0.0
915,136,SRF,5 to 20,44,0.0,alma1,North Pacific Ocean,0.0
916,136,SRF,5 to 20,332,0.0,alma1,North Pacific Ocean,0.0
917,136,SRF,5 to 20,46,1.04e-07,alma1,North Pacific Ocean,104.0
918,136,SRF,5 to 20,1580,4.67e-08,alma1,North Pacific Ocean,46.7
919,143,DCM,5 to 20,2493,4.05e-08,alma1,North Atlantic Ocean,40.5
920,143,DCM,5 to 20,46,4.43e-08,alma1,North Atlantic Ocean,44.3
921,143,DCM,5 to 20,1580,5.1299999999999996e-08,alma1,North Atlantic Ocean,51.3
922,72,DCM,180 to 2000,38,0.0,alma1,South Atlantic Ocean,0.0
923,122,SRF,5 to 20,58,0.0,alma1,South Pacific Ocean,0.0
924,122,SRF,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
925,18,SRF,0.8 to 5,66,0.0,alma1,Mediterranean Sea,0.0
926,18,SRF,0.8 to 5,178,1.8600000000000002e-07,alma1,Mediterranean Sea,186.00000000000003
927,18,SRF,0.8 to 5,13,0.0,alma1,Mediterranean Sea,0.0
928,18,SRF,0.8 to 5,36,1.25e-06,alma1,Mediterranean Sea,1250.0
929,102,DCM,5 to 20,44,0.0,alma1,South Pacific Ocean,0.0
930,81,SRF,20 to 180,112,5.01e-08,alma1,Southern Ocean (S of 40S),50.1
931,81,SRF,20 to 180,1580,7.320000000000001e-08,alma1,Southern Ocean (S of 40S),73.2
932,81,SRF,20 to 180,13,0.0,alma1,Southern Ocean (S of 40S),0.0
933,92,SRF,0.8 to 5,13,0.0,alma1,South Pacific Ocean,0.0
934,92,SRF,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
935,92,SRF,0.8 to 5,112,5.5599999999999995e-08,alma1,South Pacific Ocean,55.599999999999994
936,92,SRF,0.8 to 5,58,0.0,alma1,South Pacific Ocean,0.0
937,92,SRF,0.8 to 5,4,9e-08,alma1,South Pacific Ocean,90.0
938,92,SRF,0.8 to 5,66,0.0,alma1,South Pacific Ocean,0.0
939,135,SRF,20 to 180,179,0.0,alma1,North Pacific Ocean,0.0
940,135,SRF,20 to 180,58,0.0,alma1,North Pacific Ocean,0.0
941,135,SRF,20 to 180,188,0.0,alma1,North Pacific Ocean,0.0
942,135,SRF,20 to 180,166,0.0,alma1,North Pacific Ocean,0.0
943,135,SRF,20 to 180,24,0.0,alma1,North Pacific Ocean,0.0
944,135,SRF,20 to 180,44,0.0,alma1,North Pacific Ocean,0.0
945,135,SRF,20 to 180,59,0.0,alma1,North Pacific Ocean,0.0
946,39,SRF,20 to 180,166,0.0,alma1,Indian Ocean,0.0
947,39,SRF,20 to 180,179,0.0,alma1,Indian Ocean,0.0
948,146,SRF,180 to 2000,2493,9.44e-06,alma1,North Atlantic Ocean,9440.0
949,146,SRF,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
950,145,SRF,180 to 2000,2493,1.24e-06,alma1,North Atlantic Ocean,1240.0
951,145,SRF,180 to 2000,1255,0.0,alma1,North Atlantic Ocean,0.0
952,145,SRF,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
953,145,SRF,180 to 2000,747,0.0,alma1,North Atlantic Ocean,0.0
954,111,DCM,0.8 to 5,44,0.0,alma1,South Pacific Ocean,0.0
955,111,DCM,0.8 to 5,332,0.0,alma1,South Pacific Ocean,0.0
956,111,DCM,0.8 to 5,58,8.35e-08,alma1,South Pacific Ocean,83.5
957,38,DCM,0.8 to 5,332,0.0,alma1,Indian Ocean,0.0
958,38,DCM,0.8 to 5,2743,0.0,alma1,Indian Ocean,0.0
959,38,DCM,0.8 to 5,179,0.0,alma1,Indian Ocean,0.0
960,38,DCM,0.8 to 5,66,0.0,alma1,Indian Ocean,0.0
961,38,DCM,0.8 to 5,44,0.0,alma1,Indian Ocean,0.0
962,38,DCM,0.8 to 5,178,5.26e-07,alma1,Indian Ocean,526.0
963,38,DCM,0.8 to 5,58,7.35e-07,alma1,Indian Ocean,735.0
964,38,DCM,0.8 to 5,188,0.0,alma1,Indian Ocean,0.0
965,38,DCM,0.8 to 5,36,1.33e-07,alma1,Indian Ocean,133.0
966,38,DCM,0.8 to 5,166,0.0,alma1,Indian Ocean,0.0
967,7,DCM,20 to 180,46,1.1e-07,alma1,Mediterranean Sea,110.0
968,64,SRF,5 to 20,1580,5.52e-08,alma1,Indian Ocean,55.199999999999996
969,65,SRF,180 to 2000,166,0.0,alma1,Indian Ocean,0.0
970,65,SRF,180 to 2000,2493,2.77e-08,alma1,Indian Ocean,27.7
971,65,SRF,180 to 2000,38,0.0,alma1,Indian Ocean,0.0
972,65,SRF,180 to 2000,58,0.0,alma1,Indian Ocean,0.0
973,66,SRF,0.8 to 5,36,8.58e-08,alma1,South Atlantic Ocean,85.8
974,66,SRF,0.8 to 5,44,0.0,alma1,South Atlantic Ocean,0.0
975,66,SRF,0.8 to 5,178,3.75e-08,alma1,South Atlantic Ocean,37.5
976,66,SRF,0.8 to 5,66,0.0,alma1,South Atlantic Ocean,0.0
977,98,SRF,180 to 2000,2493,1.62e-07,alma1,South Pacific Ocean,162.0
978,131,DCM,20 to 180,44,0.0,alma1,North Pacific Ocean,0.0
979,131,DCM,20 to 180,12,3.46e-07,alma1,North Pacific Ocean,346.0
980,131,DCM,20 to 180,46,9.939999999999999e-08,alma1,North Pacific Ocean,99.39999999999999
981,131,DCM,20 to 180,179,0.0,alma1,North Pacific Ocean,0.0
982,100,SRF,180 to 2000,58,0.0,alma1,South Pacific Ocean,0.0
983,100,SRF,180 to 2000,2493,6.91e-08,alma1,South Pacific Ocean,69.10000000000001
984,100,SRF,180 to 2000,44,0.0,alma1,South Pacific Ocean,0.0
985,7,DCM,5 to 20,12,1.49e-07,alma1,Mediterranean Sea,149.0
986,80,SRF,0.8 to 5,36,1.08e-07,alma1,Southern Ocean (S of 40S),108.0
987,80,SRF,0.8 to 5,178,3.61e-08,alma1,Southern Ocean (S of 40S),36.1
988,80,SRF,0.8 to 5,29,0.0,alma1,Southern Ocean (S of 40S),0.0
989,80,SRF,0.8 to 5,66,0.0,alma1,Southern Ocean (S of 40S),0.0
990,150,SRF,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
991,150,SRF,180 to 2000,2493,1.73e-07,alma1,North Atlantic Ocean,173.0
992,142,DCM,180 to 2000,38,0.0,alma1,North Atlantic Ocean,0.0
993,142,DCM,180 to 2000,46,7.54e-08,alma1,North Atlantic Ocean,75.4
994,7,SRF,20 to 180,46,1.1800000000000001e-07,alma1,Mediterranean Sea,118.00000000000001
